�	17544	1
0	238	1
x	235	1
<	232	1
>	232	1
s	179	1
ing	159	3
ed	127	2
m	99	1
d	96	1
in	90	2
ly	82	2
con	80	3
p	78	1
t	77	1
f	77	1
yl	77	2
K	77	1
b	73	1
ic	71	2
al	71	2
c	69	1
n	66	1
en	65	2
re	61	2
th	59	2
k	57	1
h	56	1
r	55	1
ne	53	2
B	52	1
pro	51	3
st	50	2
F	48	1
l	48	1
M	48	1
Sch	48	3
ethyl	48	5
S	47	1
el	45	2
an	44	2
tr	43	2
H	43	1
D	40	1
er	40	2
ch	40	2
im	40	2
i	40	1
C	39	1
ate	38	3
ical	38	4
com	38	3
W	38	1
e	38	1
ar	37	2
se	37	2
ex	37	2
NG	37	2
at	36	2
or	36	2
is	36	2
inter	36	5
om	35	2
ind	35	3
ated	35	4
de	35	2
ro	34	2
g	34	1
w	34	1
L	34	1
N	34	1
T	34	1
on	33	2
v	33	1
ent	32	3
nh	32	2
R	32	1
E	31	1
y	31	1
A	30	1
ol	30	2
am	30	2
ver	30	3
ine	29	3
ations	29	6
P	29	1
it	28	2
res	28	3
ac	28	2
sub	28	3
es	28	2
z	28	1
hyd	28	3
str	27	3
ph	27	2
ng	27	2
trans	27	5
ational	27	7
dis	27	3
ad	27	2
́	27	1
ation	26	5
ary	26	3
ang	26	3
le	26	2
int	25	3
te	25	2
op	25	2
ating	25	5
per	25	3
em	25	2
ab	24	2
car	24	3
o	24	1
ob	23	2
j	23	1
um	23	2
ov	23	2
V	23	1
ge	22	2
form	22	4
sh	22	2
ely	22	3
zer	22	3
sz	22	2
ide	22	3
phen	22	4
ou	22	2
us	21	2
sp	21	2
art	21	3
os	21	2
ist	21	3
yr	21	2
G	21	1
̀	21	1
as	20	2
ive	20	3
ass	20	3
gy	20	2
par	20	3
u	20	1
et	20	2
ương	20	4
ra	19	2
ot	19	2
ap	19	2
ok	19	2
ag	19	2
mat	19	3
un	19	2
man	19	3
ben	19	3
Re	18	2
St	18	2
ity	18	3
app	18	3
reg	18	3
ization	18	7
Z	18	1
oxy	18	3
ul	17	2
id	17	2
lic	17	3
ach	17	3
ative	17	5
the	17	3
rel	17	3
gr	17	2
oh	17	2
elect	17	5
sol	17	3
che	17	3
ho	17	2
he	16	2
rom	16	3
ere	16	3
ak	16	2
val	16	3
ally	16	4
ie	16	2
be	16	2
sc	16	2
under	16	5
eth	16	3
cor	16	3
est	16	3
att	16	3
equ	16	3
I	16	1
Tr	16	2
meth	16	4
̣	16	1
me	15	2
ig	15	2
all	15	3
ip	15	2
Field	15	5
cs	15	2
ole	15	3
no	15	2
cl	15	2
iss	15	3
pol	15	3
